,observation_date,C&I_DELNQ,CCARD_CO,CCARD_DELNQ,CORP_DEBT_NET_WORTH,CORP_SAVINGS_LEVEL,CRE_CO,CRE_DELNQ,GDP,Homeowner_Vacancy_rate,Household_DBT_Inc,Mortgage_CO,Mortgage_DELNQ,Rental_Vacancy_Rate,Consumer_Confidence,FEDFUNDS,Manufacturing_Confidence,SAVINGS_RATE_MO,UNRATE,C&I_CO
0,1991-01-01,6.29,4.16,5.26,46.132963946,77.964,1.4,12.08,-1.9,1.7,11.578032,0.2,3.09,7.5,66.8,6.91,96.9517447535818,9.4,6.4,1.48
1,1991-02-01,6.29,4.16,5.26,46.132963946,77.964,1.4,12.08,-1.9,1.7,11.578032,0.2,3.09,7.5,70.4,6.25,96.9728958490786,9.0,6.6,1.48
2,1991-03-01,6.29,4.16,5.26,46.132963946,77.964,1.4,12.08,-1.9,1.7,11.578032,0.2,3.09,7.5,87.7,6.12,97.2234247675954,8.1,6.8,1.48
3,1991-04-01,6.41,4.6,5.48,46.2895786197,81.294,1.67,11.82,3.2,1.8,11.434237,0.18,3.18,7.3,81.8,5.91,97.6780485419579,8.7,6.7,1.87
4,1991-05-01,6.41,4.6,5.48,46.2895786197,81.294,1.67,11.82,3.2,1.8,11.434237,0.18,3.18,7.3,78.3,5.78,98.2922608238224,8.5,6.9,1.87
5,1991-06-01,6.41,4.6,5.48,46.2895786197,81.294,1.67,11.82,3.2,1.8,11.434237,0.18,3.18,7.3,82.1,5.9,99.0148622248639,9.0,6.9,1.87
6,1991-07-01,6.22,4.84,5.35,46.4282817968,84.043,1.86,11.42,2.0,1.8,11.318681,0.19,3.22,7.6,82.9,5.82,99.5519204141668,8.4,6.8,1.97
7,1991-08-01,6.22,4.84,5.35,46.4282817968,84.043,1.86,11.42,2.0,1.8,11.318681,0.19,3.22,7.6,82.0,5.66,99.9344038934651,8.7,6.9,1.97
8,1991-09-01,6.22,4.84,5.35,46.4282817968,84.043,1.86,11.42,2.0,1.8,11.318681,0.19,3.22,7.6,83.0,5.45,100.047860110061,8.9,6.9,1.97
9,1991-10-01,6.03,4.62,5.32,45.8085173213,77.581,2.48,11.6,1.4,1.6,11.117333,0.2,3.28,7.3,78.3,5.21,99.7615769612267,9.4,7.0,1.83
10,1991-11-01,6.03,4.62,5.32,45.8085173213,77.581,2.48,11.6,1.4,1.6,11.117333,0.2,3.28,7.3,69.1,4.81,99.2600352590805,9.1,7.0,1.83
11,1991-12-01,6.03,4.62,5.32,45.8085173213,77.581,2.48,11.6,1.4,1.6,11.117333,0.2,3.28,7.3,68.2,4.43,98.9287740660968,9.8,7.3,1.83
12,1992-01-01,5.76,4.87,5.27,47.8977970384,74.167,1.74,10.77,4.9,1.5,10.855581,0.2,3.12,7.4,67.5,4.03,99.0550967705923,9.5,7.3,1.95
13,1992-02-01,5.76,4.87,5.27,47.8977970384,74.167,1.74,10.77,4.9,1.5,10.855581,0.2,3.12,7.4,68.8,4.06,99.5587055597164,9.8,7.4,1.95
14,1992-03-01,5.76,4.87,5.27,47.8977970384,74.167,1.74,10.77,4.9,1.5,10.855581,0.2,3.12,7.4,76.0,3.98,99.9766058853254,9.7,7.4,1.95
15,1992-04-01,5.49,4.78,5.1,48.2436868853,73.25,1.62,10.48,4.4,1.6,10.680886,0.2,3.06,7.7,77.2,3.73,100.160751114844,9.8,7.4,1.32
16,1992-05-01,5.49,4.78,5.1,48.2436868853,73.25,1.62,10.48,4.4,1.6,10.680886,0.2,3.06,7.7,79.2,3.82,100.282805453062,9.8,7.6,1.32
17,1992-06-01,5.49,4.78,5.1,48.2436868853,73.25,1.62,10.48,4.4,1.6,10.680886,0.2,3.06,7.7,80.4,3.76,100.205090031135,10.0,7.8,1.32
18,1992-07-01,5.25,4.35,4.98,48.7239068383,74.612,2.41,10.34,4.0,1.6,10.54005,0.25,2.88,7.3,76.6,3.25,100.048137024657,9.5,7.7,1.43
19,1992-08-01,5.25,4.35,4.98,48.7239068383,74.612,2.41,10.34,4.0,1.6,10.54005,0.25,2.88,7.3,76.1,3.3,99.8012509600372,9.6,7.6,1.43
20,1992-09-01,5.25,4.35,4.98,48.7239068383,74.612,2.41,10.34,4.0,1.6,10.54005,0.25,2.88,7.3,75.6,3.22,99.5461980232001,8.6,7.6,1.43
21,1992-10-01,4.76,4.5,4.69,49.6195004006,75.991,2.3,9.55,4.2,1.5,10.455215,0.26,2.79,7.1,73.3,3.1,99.5928649538353,7.9,7.3,1.03
22,1992-11-01,4.76,4.5,4.69,49.6195004006,75.991,2.3,9.55,4.2,1.5,10.455215,0.26,2.79,7.1,85.3,3.09,99.9112309215032,7.9,7.4,1.03
23,1992-12-01,4.76,4.5,4.69,49.6195004006,75.991,2.3,9.55,4.2,1.5,10.455215,0.26,2.79,7.1,91.0,2.92,100.218173199443,10.5,7.4,1.03
24,1993-01-01,4.41,4.11,4.6,50.053203861,82.12,1.38,8.97,0.7,1.4,10.419139,0.2,2.78,7.8,89.3,3.02,100.39320052134,8.5,7.3,0.94
25,1993-02-01,4.41,4.11,4.6,50.053203861,82.12,1.38,8.97,0.7,1.4,10.419139,0.2,2.78,7.8,86.6,3.03,100.304983407831,8.8,7.1,0.94
26,1993-03-01,4.41,4.11,4.6,50.053203861,82.12,1.38,8.97,0.7,1.4,10.419139,0.2,2.78,7.8,85.9,3.07,99.9922537897876,8.8,7.0,0.94
27,1993-04-01,4.01,3.94,4.46,50.4740474341,85.412,1.4,8.24,2.3,1.4,10.35443,0.23,2.67,7.6,85.6,2.96,99.618549517382,8.7,7.1,0.85
28,1993-05-01,4.01,3.94,4.46,50.4740474341,85.412,1.4,8.24,2.3,1.4,10.35443,0.23,2.67,7.6,80.3,3.0,99.4067715988751,8.2,7.1,0.85
29,1993-06-01,4.01,3.94,4.46,50.4740474341,85.412,1.4,8.24,2.3,1.4,10.35443,0.23,2.67,7.6,81.5,3.04,99.2787891485859,7.7,7.0,0.85
30,1993-07-01,3.61,3.69,4.08,50.2952037245,81.13,1.16,7.38,1.9,1.4,10.405427,0.19,2.59,7.0,77.0,3.06,99.2896716461365,7.5,6.9,0.68
31,1993-08-01,3.61,3.69,4.08,50.2952037245,81.13,1.16,7.38,1.9,1.4,10.405427,0.19,2.59,7.0,77.3,3.03,99.3997444415602,7.6,6.8,0.68
32,1993-09-01,3.61,3.69,4.08,50.2952037245,81.13,1.16,7.38,1.9,1.4,10.405427,0.19,2.59,7.0,77.9,3.09,99.5971788621938,6.8,6.7,0.68
33,1993-10-01,3.05,3.36,3.91,48.7092948014,91.982,1.05,6.78,5.6,1.4,10.368518,0.17,2.44,6.9,82.7,2.99,99.899146587623,6.2,6.8,0.56
34,1993-11-01,3.05,3.36,3.91,48.7092948014,91.982,1.05,6.78,5.6,1.4,10.368518,0.17,2.44,6.9,81.2,3.02,100.176630663123,6.2,6.6,0.56
35,1993-12-01,3.05,3.36,3.91,48.7092948014,91.982,1.05,6.78,5.6,1.4,10.368518,0.17,2.44,6.9,88.2,2.96,100.430839060147,9.0,6.5,0.56
36,1994-01-01,2.79,3.32,3.6,49.7865122598,87.31,0.74,6.0,3.9,1.4,10.388445,0.17,2.39,7.5,94.3,3.05,100.604702337126,7.0,6.6,0.3
37,1994-02-01,2.79,3.32,3.6,49.7865122598,87.31,0.74,6.0,3.9,1.4,10.388445,0.17,2.39,7.5,93.2,3.25,100.729083055769,6.4,6.6,0.3
38,1994-03-01,2.79,3.32,3.6,49.7865122598,87.31,0.74,6.0,3.9,1.4,10.388445,0.17,2.39,7.5,91.5,3.34,100.837894240381,6.7,6.5,0.3
39,1994-04-01,2.4,3.01,3.29,49.5204888797,90.287,0.65,5.43,5.5,1.4,10.452491,0.17,2.26,7.4,92.6,3.56,100.95494582959,6.3,6.4,0.31
40,1994-05-01,2.4,3.01,3.29,49.5204888797,90.287,0.65,5.43,5.5,1.4,10.452491,0.17,2.26,7.4,92.8,4.01,101.074115228031,7.5,6.1,0.31
41,1994-06-01,2.4,3.01,3.29,49.5204888797,90.287,0.65,5.43,5.5,1.4,10.452491,0.17,2.26,7.4,91.2,4.25,101.153522887502,6.8,6.1,0.31
42,1994-07-01,2.22,2.98,3.25,48.6715429543,90.528,0.48,4.89,2.4,1.4,10.586958,0.12,2.16,7.2,89.0,4.26,101.174326381118,6.9,6.1,0.19
43,1994-08-01,2.22,2.98,3.25,48.6715429543,90.528,0.48,4.89,2.4,1.4,10.586958,0.12,2.16,7.2,91.7,4.47,101.19478534828,6.4,6.0,0.19
44,1994-09-01,2.22,2.98,3.25,48.6715429543,90.528,0.48,4.89,2.4,1.4,10.586958,0.12,2.16,7.2,91.5,4.73,101.262721698841,6.7,5.9,0.19
45,1994-10-01,2.18,3.04,3.29,48.0847427753,96.369,0.54,4.32,4.7,1.6,10.69963,0.15,2.06,7.4,92.7,4.76,101.28383347557,7.0,5.8,0.24
46,1994-11-01,2.18,3.04,3.29,48.0847427753,96.369,0.54,4.32,4.7,1.6,10.69963,0.15,2.06,7.4,91.6,5.29,101.176212844336,6.9,5.6,0.24
47,1994-12-01,2.18,3.04,3.29,48.0847427753,96.369,0.54,4.32,4.7,1.6,10.69963,0.15,2.06,7.4,95.1,5.45,100.938216053666,7.0,5.5,0.24
48,1995-01-01,2.12,3.0,3.48,48.1559845932,82.205,0.33,4.32,1.4,1.5,10.888513,0.13,2.08,7.4,97.6,5.53,100.711593197838,7.3,5.6,0.17
49,1995-02-01,2.12,3.0,3.48,48.1559845932,82.205,0.33,4.32,1.4,1.5,10.888513,0.13,2.08,7.4,95.1,5.92,100.32987655126,7.7,5.4,0.17
50,1995-03-01,2.12,3.0,3.48,48.1559845932,82.205,0.33,4.32,1.4,1.5,10.888513,0.13,2.08,7.4,90.3,5.98,99.8341940672576,7.4,5.4,0.17
51,1995-04-01,2.1,3.26,3.7,47.8862982527,91.827,0.46,4.06,1.2,1.6,11.080721,0.11,2.11,7.7,92.5,6.05,99.3433410409521,6.8,5.8,0.12
52,1995-05-01,2.1,3.26,3.7,47.8862982527,91.827,0.46,4.06,1.2,1.6,11.080721,0.11,2.11,7.7,89.8,6.01,98.8820995710514,7.0,5.6,0.12
53,1995-06-01,2.1,3.26,3.7,47.8862982527,91.827,0.46,4.06,1.2,1.6,11.080721,0.11,2.11,7.7,92.7,6.0,98.7386189817108,6.5,5.6,0.12
54,1995-07-01,2.07,3.6,3.85,47.0346720253,93.237,0.22,3.83,3.5,1.5,11.185719,0.12,2.16,7.7,94.4,5.85,98.8578764568899,6.9,5.7,0.33
55,1995-08-01,2.07,3.6,3.85,47.0346720253,93.237,0.22,3.83,3.5,1.5,11.185719,0.12,2.16,7.7,96.2,5.74,98.8071941571031,6.6,5.7,0.33
56,1995-09-01,2.07,3.6,3.85,47.0346720253,93.237,0.22,3.83,3.5,1.5,11.185719,0.12,2.16,7.7,88.9,5.8,98.7247625797835,6.6,5.6,0.33
57,1995-10-01,2.07,3.88,3.95,45.8361918753,99.688,0.2,3.41,2.7,1.6,11.223493,0.11,2.17,7.7,90.2,5.76,98.5694872324129,7.0,5.5,0.27
58,1995-11-01,2.07,3.88,3.95,45.8361918753,99.688,0.2,3.41,2.7,1.6,11.223493,0.11,2.17,7.7,88.2,5.8,98.4258745505788,6.4,5.6,0.27
59,1995-12-01,2.07,3.88,3.95,45.8361918753,99.688,0.2,3.41,2.7,1.6,11.223493,0.11,2.17,7.7,91.0,5.6,98.3478711683117,6.0,5.6,0.27
60,1996-01-01,2.06,4.21,4.04,45.7587433143,95.849,0.2,3.3,3.0,1.6,11.242343,0.11,2.18,7.9,89.3,5.56,98.3245131273286,6.5,5.6,0.31
61,1996-02-01,2.06,4.21,4.04,45.7587433143,95.849,0.2,3.3,3.0,1.6,11.242343,0.11,2.18,7.9,88.5,5.22,98.4246655615216,6.6,5.5,0.31
62,1996-03-01,2.06,4.21,4.04,45.7587433143,95.849,0.2,3.3,3.0,1.6,11.242343,0.11,2.18,7.9,93.7,5.31,98.6646626994239,6.4,5.5,0.31
63,1996-04-01,2.06,4.44,4.27,45.8729708334,103.832,0.12,3.18,6.8,1.5,11.269972,0.09,2.26,7.8,92.7,5.22,98.9971371663127,5.5,5.6,0.28
64,1996-05-01,2.06,4.44,4.27,45.8729708334,103.832,0.12,3.18,6.8,1.5,11.269972,0.09,2.26,7.8,89.4,5.24,99.2934771870445,6.5,5.6,0.28
65,1996-06-01,2.06,4.44,4.27,45.8729708334,103.832,0.12,3.18,6.8,1.5,11.269972,0.09,2.26,7.8,92.4,5.27,99.5452425369389,6.9,5.3,0.28
66,1996-07-01,2.01,4.48,4.46,45.7549925591,112.984,0.1,3.02,3.6,1.7,11.315366,0.09,2.23,8.0,94.7,5.4,99.5233336528989,6.5,5.5,0.23
67,1996-08-01,2.01,4.48,4.46,45.7549925591,112.984,0.1,3.02,3.6,1.7,11.315366,0.09,2.23,8.0,95.3,5.22,99.5272708168387,6.4,5.1,0.23
68,1996-09-01,2.01,4.48,4.46,45.7549925591,112.984,0.1,3.02,3.6,1.7,11.315366,0.09,2.23,8.0,94.7,5.3,99.5395311108445,6.4,5.2,0.23
69,1996-10-01,1.95,4.68,4.6,43.1433845246,129.67,0.02,2.88,4.2,1.7,11.371211,0.08,2.34,7.7,96.5,5.24,99.6442745006376,6.1,5.2,0.2
70,1996-11-01,1.95,4.68,4.6,43.1433845246,129.67,0.02,2.88,4.2,1.7,11.371211,0.08,2.34,7.7,99.2,5.31,99.9038563711989,6.2,5.4,0.2
71,1996-12-01,1.95,4.68,4.6,43.1433845246,129.67,0.02,2.88,4.2,1.7,11.371211,0.08,2.34,7.7,96.9,5.29,100.120611532533,6.1,5.4,0.2
72,1997-01-01,1.9,4.92,4.7,42.4538623898,132.912,0.05,2.58,2.6,1.7,11.328849,0.09,2.3,7.5,97.4,5.25,100.133408200954,5.9,5.3,0.21
73,1997-02-01,1.9,4.92,4.7,42.4538623898,132.912,0.05,2.58,2.6,1.7,11.328849,0.09,2.3,7.5,99.7,5.19,100.090292387373,6.0,5.2,0.21
74,1997-03-01,1.9,4.92,4.7,42.4538623898,132.912,0.05,2.58,2.6,1.7,11.328849,0.09,2.3,7.5,100.0,5.39,100.124255151845,6.1,5.2,0.21
75,1997-04-01,1.81,5.37,4.73,42.0281769441,146.321,0.01,2.38,6.8,1.6,11.328918,0.1,2.28,7.9,101.4,5.51,100.240630378632,6.2,5.1,0.23
76,1997-05-01,1.81,5.37,4.73,42.0281769441,146.321,0.01,2.38,6.8,1.6,11.328918,0.1,2.28,7.9,103.2,5.5,100.438850050251,6.5,4.9,0.23
77,1997-06-01,1.81,5.37,4.73,42.0281769441,146.321,0.01,2.38,6.8,1.6,11.328918,0.1,2.28,7.9,104.5,5.56,100.57382358661,6.3,5.0,0.23
78,1997-07-01,1.72,5.52,4.7,41.3485010545,141.792,0.0,2.27,5.1,1.5,11.33802,0.08,2.25,7.9,107.1,5.52,100.691608591162,5.8,4.9,0.35
79,1997-08-01,1.72,5.52,4.7,41.3485010545,141.792,0.0,2.27,5.1,1.5,11.33802,0.08,2.25,7.9,104.4,5.54,100.627492105661,5.7,4.8,0.35
80,1997-09-01,1.72,5.52,4.7,41.3485010545,141.792,0.0,2.27,5.1,1.5,11.33802,0.08,2.25,7.9,106.0,5.54,100.511077759677,5.9,4.9,0.35
81,1997-10-01,1.7,5.43,4.81,39.6319876144,164.374,-0.01,2.22,3.5,1.7,11.288261,0.08,2.2,7.7,105.6,5.5,100.518966179062,5.9,4.7,0.27
82,1997-11-01,1.7,5.43,4.81,39.6319876144,164.374,-0.01,2.22,3.5,1.7,11.288261,0.08,2.2,7.7,107.2,5.52,100.457278914163,6.1,4.6,0.27
83,1997-12-01,1.7,5.43,4.81,39.6319876144,164.374,-0.01,2.22,3.5,1.7,11.288261,0.08,2.2,7.7,102.1,5.5,100.30990587228,6.1,4.7,0.27
84,1998-01-01,1.81,5.24,4.76,39.7470477216,205.028,0.04,2.12,4.1,1.7,11.144147,0.08,2.2,7.7,106.6,5.56,100.144474544054,7.0,4.6,0.34
85,1998-02-01,1.81,5.24,4.76,39.7470477216,205.028,0.04,2.12,4.1,1.7,11.144147,0.08,2.2,7.7,110.4,5.51,99.992777836459,7.0,4.6,0.34
86,1998-03-01,1.81,5.24,4.76,39.7470477216,205.028,0.04,2.12,4.1,1.7,11.144147,0.08,2.2,7.7,106.5,5.49,99.860487362514,7.1,4.7,0.34
87,1998-04-01,1.73,5.19,4.76,40.3493520412,202.999,-0.01,2.03,3.8,1.7,11.166536,0.08,2.13,8.0,108.7,5.45,99.6786412422118,6.9,4.3,0.35
88,1998-05-01,1.73,5.19,4.76,40.3493520412,202.999,-0.01,2.03,3.8,1.7,11.166536,0.08,2.13,8.0,106.5,5.49,99.4359345764648,6.6,4.4,0.35
89,1998-06-01,1.73,5.19,4.76,40.3493520412,202.999,-0.01,2.03,3.8,1.7,11.166536,0.08,2.13,8.0,105.6,5.56,99.2048475288901,6.5,4.5,0.35
90,1998-07-01,1.77,5.31,4.72,41.7544954594,201.597,0.0,1.94,5.1,1.7,11.152642,0.07,2.09,8.2,105.2,5.54,99.0951613485968,6.6,4.5,0.41
91,1998-08-01,1.77,5.31,4.72,41.7544954594,201.597,0.0,1.94,5.1,1.7,11.152642,0.07,2.09,8.2,104.4,5.55,99.0401367362841,6.5,4.5,0.41
92,1998-09-01,1.77,5.31,4.72,41.7544954594,201.597,0.0,1.94,5.1,1.7,11.152642,0.07,2.09,8.2,100.9,5.51,98.9729363267561,6.1,4.6,0.41
93,1998-10-01,1.87,5.11,4.74,39.4418857249,192.588,0.01,1.96,6.6,1.8,11.216343,0.07,2.03,7.8,97.4,5.07,98.9038947353085,5.9,4.5,0.44
94,1998-11-01,1.87,5.11,4.74,39.4418857249,192.588,0.01,1.96,6.6,1.8,11.216343,0.07,2.03,7.8,102.7,4.83,98.8542463628133,6.0,4.4,0.44
95,1998-12-01,1.87,5.11,4.74,39.4418857249,192.588,0.01,1.96,6.6,1.8,11.216343,0.07,2.03,7.8,100.5,4.68,98.9251669871664,5.5,4.4,0.44
96,1999-01-01,1.97,4.88,4.66,40.8117642101,195.635,0.03,1.91,3.8,1.8,11.267941,0.09,1.94,8.2,103.9,4.63,99.2361949654139,6.1,4.3,0.51
